"User Genome","Classification","FastANI Reference","FastANI Reference Radius","FastANI Taxonomy","FastANI ANI","FastANI Alignment Fraction","Closest Placement Reference","Closest Placement Taxonomy","Closest Placement ANI","Closest Placement Alignment Fraction","Classification Method","Note","Other Related References","MSA AA Percent","RED Value","Warnings"
"Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.39.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCA_902511425.1, s__D2472 sp902511425,...","73.44","0.9729448859","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.8.contigs__","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp003486095","GCA_003486095.1","95","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp003486095","99.28","0.93","GCA_003486095.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp003486095","99.28","0.93","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_000472185.1, s__HIMB11 sp000472185...","85.79","-","-"
"Salt_Pond_MetaGSF2_C_D1_MG_DASTool_bins_concoct_out.13.contigs__","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__","-","-","-","-","-","GCF_000296775.1","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp000296775","86.7","0.8","taxonomic classification defined by topology and ANI","-","GCA_002085305.1, s__Sulfurovum sp00208...","72.25","0.9813325349","Genome has more than 16.7% of markers with multiple hits"
"Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.13.contigs__","d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA11386;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","62.44","0.8068523938","-"
"Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.15.contigs__","d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","94.62","0.9029834737","-"
"Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.17.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","91.88","0.7773044983","-"
"Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.24.contigs__","d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","94.42","0.6736009901","-"
"Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.26.contigs__","d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__SMO-BIN1;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","84.16","0.9015250956","Genome has more than 11.7% of markers with multiple hits"
"Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.3.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","94.9","0.6754503998","-"
"Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.32.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","85.29","0.8341766038","-"
"Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.39.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SLND01;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","93.59","0.692121485","-"
"Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.42.contigs__","d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Trichloromonadaceae;g__DDH964;s__","-","-","-","-","-","GCF_001611275.1","d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Trichloromonadaceae;g__DDH964;s__DDH964 sp001611275","79.63","0.42","taxonomic classification defined by topology and ANI","-","-","82.97","0.8891813229","-"
"Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.8.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA5335;f__UBA5335;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","95","0.7455858729","-"
"Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_metabat.11.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA5335;f__UBA5335;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","94.3","0.7438689219","-"
"Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_metabat.16.contigs__","d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__JAAYYF01;s__","-","-","-","-","-","GCA_012515535.1","d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__JAAYYF01;s__JAAYYF01 sp012515535","78.75","0.47","taxonomic classification defined by topology and ANI","-","-","89.14","0.8664278678","-"
"Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_metabat.19.contigs__","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SLND01;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","98.29","0.6987817558","-"
"Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.13.contigs__","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_009920225.1, s__HIMB11 sp009920225...","92.32","0.9572784965","-"
"Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.16.contigs__","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_002686835.1, s__MB11C04 sp00268683...","63.09","0.9666856317","Genome has more than 12.5% of markers with multiple hits"
"Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.29.contigs__","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__","-","-","-","-","-","GCA_002292265.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp002292265","80.79","0.61","taxonomic classification defined by topology and ANI","-","GCA_008081175.1, s__MS024-2A sp0080811...","73.12","0.9666427746","Genome has more than 13.3% of markers with multiple hits"
"Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.49.contigs__","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__","-","-","-","-","-","GCA_003149555.1","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna;s__Aquiluna sp003149555","80.97","0.69","taxonomic classification defined by topology and ANI","-","GCF_013283855.1, s__Aquiluna sp0132838...","73.83","0.9838576985","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
